name,slug,norm_key,agency_name,aav_aa
Tommy Akingbesote,tommy-akingbesote,tommy akingbesote,Equity Sports,0
Zy Alexander,zy-alexander,zy alexander,Equity Sports,0
Andre Dillard,andre-dillard,andre dillard,Excel Sports Management,0
Jared Bartlett,jared-bartlett,jared bartlett,Rich Sports Management,0
Boogie Basham Jr.,boogie-basham-jr,boogie basham,Roc Nation,0
Mccallan Castles,mccallan-castles,mccallan castles,Priority Sports & Entertainment,0
C.j. Henderson,cj-henderson,cj henderson,Roc Nation,0
Clay Webb,clay-webb,clay webb,Roc Nation,0
Zach Horton,zach-horton,zach horton,Exclusive Sports Group,0
Brenden Rice,brenden-rice,brenden rice,F4L Agency,0
Traeshon Holden,traeshon-holden,traeshon holden,F4L Agency,0
Mason Miller,mason-miller,mason miller,FAIR Sports,0
Deslin Alexandre,deslin-alexandre,deslin alexandre,Family of Athletes,0
Simeon Barrow Jr.,simeon-barrow-jr,simeon barrow,Family of Athletes,0
Brandon Parker,brandon-parker,brandon parker,First Round Management,0
Cam Jackson,cam-jackson,cam jackson,First Round Management,0
Keylan Rutledge,keylan-rutledge,keylan rutledge,Priority Sports & Entertainment,0
Brandon Smith,brandon-smith,brandon smith,Roc Nation,0
Raheem Layne,raheem-layne,raheem layne,Muck Sports,0
Daryl Porter Jr.,daryl-porter-jr,daryl porter,NA3 Sports,0
Jalan Gaines,jalan-gaines,jalan gaines,NA3 Sports,0
Kevin Foelsch,kevin-foelsch,kevin foelsch,NA3 Sports,0
Logan Jones,logan-jones,logan jones,"NC Sports, LLC",0
Tre'Mon Morris-Brash,tremon-morris-brash,tremon morrisbrash,BTI Sports,0
Giles Jackson,giles-jackson,giles jackson,Be The Best Sports Group,0
Jakob Robinson,jakob-robinson,jakob robinson,Be The Best Sports Group,0
James Burnip,james-burnip,james burnip,SportStars,0
Jawhar Jordan,jawhar-jordan,jawhar jordan,SportStars,0
Ja’corey Brooks,jacorey-brooks,ja’corey brooks,SportStars,0
Joey Blount,joey-blount,joey blount,Day 1 Sports & Entertainment,0
John Richardson,john-richardson,john richardson,SportStars,0
Melvin Smith Jr.,melvin-smith-jr,melvin smith,Sports Law and Management (SLAM),0
Raymond Johnson Iii,raymond-johnson-iii,raymond johnson,Sports Law and Management (SLAM),0
Tyler Cooper,tyler-cooper,tyler cooper,Sports Law and Management (SLAM),0
Jj Galbreath,jj-galbreath,jj galbreath,Milk & Honey Sports,0
Jalen Cropper,jalen-cropper,jalen cropper,Milk & Honey Sports,0
James Proche,james-proche,james proche,Milk & Honey Sports,0
Max Mang,max-mang,max mang,Milk & Honey Sports,0
Millard Bradford,millard-bradford,millard bradford,Milk & Honey Sports,0
Nash Jones,nash-jones,nash jones,Milk & Honey Sports,0
Sincere Mccormick,sincere-mccormick,sincere mccormick,Milk & Honey Sports,0
Dee Williams,dee-williams,dee williams,Generation Sports Group,0
Jermari Harris,jermari-harris,jermari harris,SportStars,0
Demeer Blankumsee,demeer-blankumsee,demeer blankumsee,GSE Worldwide,0
Dontae Fleming,dontae-fleming,dontae fleming,GSE Worldwide,0
Javon Baker,javon-baker,javon baker,GSE Worldwide,0
Jerjuan Newton,jerjuan-newton,jerjuan newton,GSE Worldwide,0
Marshall Foerner,marshall-foerner,marshall foerner,Bullrush Sports,0
Dalen Cambre,dalen-cambre,dalen cambre,Burke Sports Group,0
A.j. Haulcy,aj-haulcy,aj haulcy,CAA,0
Blake Miller,blake-miller,blake miller,CAA,0
Brett Gabbert,brett-gabbert,brett gabbert,CAA,0
Diwun Black,diwun-black,diwun black,SportStars,0
Doug Kramer,doug-kramer,doug kramer,SportStars,0
Philip Blidi,philip-blidi,philip blidi,Morgan Sports Partners,0
Gerad Lichtenhan,gerad-lichtenhan,gerad lichtenhan,SportStars,0
Gottlieb Ayedze,gottlieb-ayedze,gottlieb ayedze,SportStars,0
Ladarius Tennison,ladarius-tennison,ladarius tennison,BTI Sports,0
Liam Anderson,liam-anderson,liam anderson,Generation Sports Group,0
Michael Reid,michael-reid,michael reid,Generation Sports Group,0
Mike Smith Jr.,mike-smith-jr,mike smith,Generation Sports Group,0
Quali Conley,quali-conley,quali conley,Generation Sports Group,0
Silas Bolden,silas-bolden,silas bolden,Generation Sports Group,0
Travis Bell,travis-bell,travis bell,Generation Sports Group,0
Zemaiah Vaughn,zemaiah-vaughn,zemaiah vaughn,Generation Sports Group,0
Fentrell Cypress,fentrell-cypress,fentrell cypress,Moody Sports Management,0
Montrell Johnson Jr.,montrell-johnson-jr,montrell johnson,Morgan Sports Partners,0
Elerson G. Smith,elerson-g-smith,elerson g smith,SportStars,0
Lenny Krieg,lenny-krieg,lenny krieg,Mike DelleDonne,0
Gabriel Murphy,gabriel-murphy,gabriel murphy,Milk & Honey Sports,0
Grayson Murphy,grayson-murphy,grayson murphy,Milk & Honey Sports,0
J.j. Jones,jj-jones,jj jones,Milk & Honey Sports,0
Tim Jones,tim-jones,tim jones,BC Sports,0
Zach Evans,zach-evans,zach evans,BC Sports,0
Dominique Hampton,dominique-hampton,dominique hampton,BTI Sports,0
Jahvaree Ritzie,jahvaree-ritzie,jahvaree ritzie,BTI Sports,0
Joaquin Davis,joaquin-davis,joaquin davis,BTI Sports,0
Sebastian Valdez,sebastian-valdez,sebastian valdez,Steinberg Sports & Entertainment,0
Kazmeir Allen,kazmeir-allen,kazmeir allen,Sun West Sports,0
John Humphrey,john-humphrey,john humphrey,Generation Sports Group,0
Ryan Cooper Jr.,ryan-cooper-jr,ryan cooper,"Synergy Sports International, LLC",0
Anthony Goodlow,anthony-goodlow,anthony goodlow,TRI Sport Agency,0
Adedayo Odeleye,adedayo-odeleye,adedayo odeleye,Team Sports Agency,0
Jamycal Hasty,jamycal-hasty,jamycal hasty,Team Sports Agency,0
Jayden Peevy,jayden-peevy,jayden peevy,Team Sports Agency,0
Mark Perry,mark-perry,mark perry,Team Sports Agency,0
Matt Jones,matt-jones,matt jones,Team Sports Agency,0
Bryson Green,bryson-green,bryson green,Tessler Sports Management,0
Doug Nester,doug-nester,doug nester,Tessler Sports Management,0
Fatorma Mulbah,fatorma-mulbah,fatorma mulbah,Tessler Sports Management,0
Morice Norris Jr.,morice-norris-jr,morice norris,"Synergy Sports International, LLC",0
K.c. Ossai,kc-ossai,kc ossai,Generation Sports Group,0
Kay'Ron Lynch-Adams,kayron-lynch-adams,kayron lynchadams,Generation Sports Group,0
Keilan Robinson,keilan-robinson,keilan robinson,Generation Sports Group,0
Ainias Smith,ainias-smith,ainias smith,SportsTrust Advisors,0
Bryson Nesbit,bryson-nesbit,bryson nesbit,SportsTrust Advisors,0
Garrett Dellinger,garrett-dellinger,garrett dellinger,SportsTrust Advisors,0
Gervarrius Owens,gervarrius-owens,gervarrius owens,SportsTrust Advisors,0
Glendon Miller,glendon-miller,glendon miller,SportsTrust Advisors,0
Labryan Ray,labryan-ray,labryan ray,SportsTrust Advisors,0
Seth Mclaughlin,seth-mclaughlin,seth mclaughlin,SportsTrust Advisors,0
Alex Cook,alex-cook,alex cook,Steinberg Sports & Entertainment,0
Rashod Owens,rashod-owens,rashod owens,Authentic Athletix,0
Roman Parodie,roman-parodie,roman parodie,Michael Boyer,0
Treven Ma'Ae,treven-maae,treven maae,Authentic Athletix,0
John Rhys Plumlee,john-rhys-plumlee,john rhys plumlee,BC Sports,0
Lorenz Metz,lorenz-metz,lorenz metz,"MRM Sports and Entertainment, LLC",0
Luke Elkin,luke-elkin,luke elkin,"MRM Sports and Entertainment, LLC",0
Pat Conroy,pat-conroy,pat conroy,"MRM Sports and Entertainment, LLC",0
Ryan Coe,ryan-coe,ryan coe,"MRM Sports and Entertainment, LLC",0
Sal Cannella,sal-cannella,sal cannella,"MRM Sports and Entertainment, LLC",0
Chris Collier,chris-collier,chris collier,MX2 Sports and Entertainment,0
Kendric Pryor,kendric-pryor,kendric pryor,Management One,0
Willie Gay Jr.,willie-gay-jr,willie gay,Maxx Mgmt,0
Michael Wiley,michael-wiley,michael wiley,Michael Bachman,0
Te'Cory Couch,tecory-couch,tecory couch,Authentic Athletix,0
Shakel Brown,shakel-brown,shakel brown,OTG Sports,0
Tyler Kahmann,tyler-kahmann,tyler kahmann,OTG Sports,0
Eli Cox,eli-cox,eli cox,Octagon,0
Isaiah Johnson,isaiah-johnson,isaiah johnson,Octagon,0
Isas Waxter,isas-waxter,isas waxter,Octagon,0
Jacob Rodriguez,jacob-rodriguez,jacob rodriguez,Octagon,0
Joe Evans,joe-evans,joe evans,Octagon,0
Kurtis Rourke,kurtis-rourke,kurtis rourke,Octagon,0
Omar Cooper Jr.,omar-cooper-jr,omar cooper,On Time Agency,0
Jarrod Hufford,jarrod-hufford,jarrod hufford,One West Sports Group,0
Josh Priebe,josh-priebe,josh priebe,One West Sports Group,0
Keondre Jackson,keondre-jackson,keondre jackson,One West Sports Group,0
Tyreem Powell,tyreem-powell,tyreem powell,Neil S Schwartz Associates Inc,0
Sam Pitz,sam-pitz,sam pitz,One West Sports Group,0
Elijah Chatman,elijah-chatman,elijah chatman,Overtime Sports Management Group,0
Jb Brown,jb-brown,jb brown,Overtime Sports Management Group,0
Earnest Brown Iv,earnest-brown-iv,earnest brown,Shark Sports Management,0
Max Hurleman,max-hurleman,max hurleman,Shark Sports Management,0
Dicaprio Bootle,dicaprio-bootle,dicaprio bootle,Sims Sports Management,0
Carson Beck,carson-beck,carson beck,CAA,0
Carter Bradley,carter-bradley,carter bradley,CAA,0
Christen Miller,christen-miller,christen miller,CAA,0
Conor Mcdermott,conor-mcdermott,conor mcdermott,CAA,0
Darian Kinnard,darian-kinnard,darian kinnard,CAA,0
Logan Brown,logan-brown,logan brown,One West Sports Group,0
Ovie Oghoufo,ovie-oghoufo,ovie oghoufo,Day 1 Sports & Entertainment,0
Caleb Etienne,caleb-etienne,caleb etienne,Delta Sports Group,0
Isaiah Iton,isaiah-iton,isaiah iton,Delta Sports Group,0
Maxx Crosby,maxx-crosby,maxx crosby,Rubicon Talent,0
Jordan Murray,jordan-murray,jordan murray,SES Sports,0
Kaden Davis,kaden-davis,kaden davis,SES Sports,0
Shawn Bowman,shawn-bowman,shawn bowman,SES Sports,0
Wande Owens,wande-owens,wande owens,SES Sports,0
Dante Miller,dante-miller,dante miller,Capital Sports Advisors,0
Garret Greenfield,garret-greenfield,garret greenfield,Capital Sports Advisors,0
C.j. Hanson,cj-hanson,cj hanson,Clarity Sports International,0
Cam Horsley,cam-horsley,cam horsley,Clarity Sports International,0
Robert Lewis,robert-lewis,robert lewis,OTG Sports,0
Jimmy Morrissey,jimmy-morrissey,jimmy morrissey,Clarity Sports International,0
Jordan Phillips,jordan-phillips,jordan phillips,Clarity Sports International,0
Marquez Callaway,marquez-callaway,marquez callaway,Clarity Sports International,0
Cade Mcdonald,cade-mcdonald,cade mcdonald,Sarris Talent & Athletic Representation Services,0
Jeremiah Webb,jeremiah-webb,jeremiah webb,Sarris Talent & Athletic Representation Services,0
Jahfari Harvey,jahfari-harvey,jahfari harvey,Sean Mcilhinney,0
Tank Booker,tank-booker,tank booker,Sean Mcilhinney,0
Miles Battle,miles-battle,miles battle,Select 1 Sports,0
Nash Hutmacher,nash-hutmacher,nash hutmacher,Select 1 Sports,0
Sincere Haynesworth,sincere-haynesworth,sincere haynesworth,Select 1 Sports,0
Ralph Holley,ralph-holley,ralph holley,OTG Sports,0
Dylan Mcmahon,dylan-mcmahon,dylan mcmahon,Clarity Sports International,0
Loren Strickland,loren-strickland,loren strickland,OTG Sports,0
Norell Pollard,norell-pollard,norell pollard,OTG Sports,0
Andrew Rupcich,andrew-rupcich,andrew rupcich,SportStars,0
Caden Davis,caden-davis,caden davis,SportStars,0
Cam Gill,cam-gill,cam gill,SportStars,0
Chase Bisontis,chase-bisontis,chase bisontis,SportStars,0
Chigozie Anusiem,chigozie-anusiem,chigozie anusiem,SportStars,0
Craig Woodson,craig-woodson,craig woodson,SportStars,0
Daequan Hardy,daequan-hardy,daequan hardy,SportStars,0
Daijahn Anthony,daijahn-anthony,daijahn anthony,SportStars,0
Dalton Cooper,dalton-cooper,dalton cooper,"Black Label Sports Group, LLC",0
Elijah Young,elijah-young,elijah young,"CMV Sports, LLC",0
J.r. Singleton,jr-singleton,singleton,NT Athletics,0
Luke Floriea,luke-floriea,luke floriea,NT Athletics,0
Gunner Britton,gunner-britton,gunner britton,National Sports Agency,0
Isaiah Williams,isaiah-williams,isaiah williams,National Sports Agency,0
Jalen Virgil,jalen-virgil,jalen virgil,National Sports Agency,0
Kelly Akharaiyi,kelly-akharaiyi,kelly akharaiyi,National Sports Agency,0
Marcellus Johnson,marcellus-johnson,marcellus johnson,National Sports Agency,0
Michael Barrett,michael-barrett,michael barrett,National Sports Agency,0
Michael Tarquin,michael-tarquin,michael tarquin,National Sports Agency,0
Tim Mckay,tim-mckay,tim mckay,National Sports Agency,0
Chris Tyree,chris-tyree,chris tyree,Neil S Schwartz Associates Inc,0
Hollin Pierce,hollin-pierce,hollin pierce,Neil S Schwartz Associates Inc,0
Andy Isabella,andy-isabella,andy isabella,Brad Blank & Associates,0
Ja'Quinden Jackson,jaquinden-jackson,jaquinden jackson,"CMV Sports, LLC",0
Jase Mcclellan,jase-mcclellan,jase mcclellan,"CMV Sports, LLC",0
Sam Webb,sam-webb,sam webb,"CMV Sports, LLC",0
Theo Wease Jr.,theo-wease-jr,theo wease,"CMV Sports, LLC",0
Marshawn Lloyd,marshawn-lloyd,marshawn lloyd,Sixteenth,0
Ben Scott,ben-scott,ben scott,Smart Sports,0
Jordan Williams,jordan-williams,jordan williams,Smart Sports,0
Andre Jones,andre-jones,andre jones,SportStars,0
Makari Paige,makari-paige,makari paige,GSE Worldwide,0
Jaylen Jones,jaylen-jones,jaylen jones,OTG Sports,0
Seth Williams,seth-williams,seth williams,Gate City Athletics,0
Ahmani Marshall,ahmani-marshall,ahmani marshall,Generation Sports Group,0
Andre' Sam,andre-sam,andre sam,Generation Sports Group,0
Blake Watson,blake-watson,blake watson,Generation Sports Group,0
Blayne Taylor,blayne-taylor,blayne taylor,Generation Sports Group,0
Craig Young,craig-young,craig young,Generation Sports Group,0
Da'Jon Terry,dajon-terry,dajon terry,Generation Sports Group,0
Josh Ross,josh-ross,josh ross,Net Sports Management,0
Tyrone Broden,tyrone-broden,tyrone broden,Net Sports Management,0
Britain Covey,britain-covey,britain covey,OG1 Athletes,0
Dj Williams,dj-williams,dj williams,OTG Sports,0
Mello Dotson,mello-dotson,mello dotson,GSE Worldwide,0
